"property_number","borough_code","sign_name","category","site_amenities","sector_name","sector_desc","functional_acreage","total_acreage","avghours_2021q1","avghours_2021q2","avghours_2021q3","avghours_2021q4","avgcosts_2021q1","avgcosts_2021q2","avgcosts_2021q3","avgcosts_2021q4","avgdays_2021q1","avgdays_2021q2","avgdays_2021q3","avgdays_2021q4","fixedpost_2021q1","fixedpost_2021q2","fixedpost_2021q3","fixedpost_2021q4","q1work_order_cost","q2work_order_cost","q3work_order_cost","q4work_order_cost"
"B423","B","Project Roots","Small Park",NA,"Brooklyn Sector 1","District 1",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52,0,52
"B506","B","Prophecy Garden","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q482","Q","Prospect Cemetery","Other",NA,"Queens Sector 10.12","Districts 10, 12",0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0,13
"B442","B","Ps 149 Artsy Bloom Community Garden",NA,NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B485","B","Ps 53","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.06,1,NA,NA,NA,18,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA
"M384","M","Pueblo Unido Garden",NA,NA,"Manhattan Sector 10.11","Districts 10, 11",0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X317","X","Rainbow Garden","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,116
"X357","X","Rainbow Garden of Life and Health",NA,NA,"Bronx Sector 1.2","Districts 1, 2",0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,0,0
"B488","B","Red Gate Garden","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.1,NA,1,NA,NA,NA,22,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"B489","B","Red Shed Garden","Small Park",NA,"Brooklyn Sector 1","District 1",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M316","M","Rev. Linette C Williamson Memorial Park","Small Park",NA,"Manhattan Sector 10.11","Districts 10, 11",0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R154","R","Richmond Terrace Cemetery","Other",NA,"Staten Island Sector 1","District 1",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R167","R","Richmond Terrace Park",NA,"Natural Areas","Staten Island Sector 1","District 1",0,11.19,3,4,3,4,49,65,44,53,4.3,4.8,3.7,3.7,"No","No","No","No",846,356,0,310
"R134","R","Richmond Terrace Storehouse","Other",NA,"Staten Island Sector 1","District 1",0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15459,24384,24788,46174
"X335","X","Risse Street Park","Small Park",NA,"Bronx Sector 7.8","Districts 7, 8",0,0.81,5,5,5,4,78,90,75,68,4.6,4.2,4.5,4.6,"No","No","No","No",43,120,56,0
"X245","X","River Garden","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,24,0
"Q162I","Q","Rockaway Beach and Boardwalk","Other","Beaches","Queens Sector 14","District 14",0,3.81,14,22,41,54,206,312,515,783,4,3.1,3.3,4.2,"Yes","Yes","Yes","Yes",67,0,200,0
"Q455","Q","Rockaway Garage","Other",NA,"Queens Sector 14","District 14",0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171,684,1399,3675
"M073","M","Roger Morris Park","Other",NA,"Manhattan Sector 12.12A","Districts 12, 12A",0,1.52,4,6,8,10,56,84,108,147,4.3,4.6,4.7,5.2,"No","No","No","No",1692,882,2913,2043
"M410","M","Sage Garden",NA,NA,"Manhattan Sector 3","District 3",0,0.05,NA,NA,NA,2,NA,NA,NA,28,NA,NA,NA,1,NA,NA,NA,"Yes",NA,NA,NA,NA
"B490","B","Santos White Garden","Small Park",NA,"Brooklyn Sector 13","District 13",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B578","B","Saratoga Blake Garden",NA,NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B561","B","Saratoga Farm",NA,NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B517","B","Saratoga Square Urban Renewal Area, Sit*","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R130","R","Saw Mill Creek Marsh","Large Park","Natural Areas","Staten Island Sector 2.2B","Districts 2, 2B",0,178.47,0,0,1,1,5,6,10,12,1,1,1,1,"No","No","No","No",NA,NA,NA,NA
"B591","B","Schaefer Landing",NA,NA,"Brooklyn Sector 1","District 1",0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,50
"X332","X","Schomberg Academy Garden","Small Park",NA,"Bronx Sector 1.2","Districts 1, 2",0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q469","Q","Seagirt Ave Wetlands","Small Park","Natural Areas","Queens Sector 14","District 14",0,5.32,0,0,0,0,6,2,4,2,1.1,1,1,1,"No","No","No","No",NA,NA,NA,NA
"B530","B","Seasons of Vision","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B094","B","Sgt. Joyce Kilmer Triangle","Small Park",NA,"Brooklyn Sector 11.15","Districts 11, 15",0,0,1,1,2,2,21,19,32,29,3.5,3.8,5.5,4.1,"No","No","No","No",0,56,0,0
"B476","B","Sh'ma Yisrael","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B393","B","Sheepshead Bay Piers","Small Park",NA,"Brooklyn Sector 11.15","Districts 11, 15",0,1.22,NA,4,3,6,NA,46,35,105,NA,1,1,4.2,NA,"Yes","Yes","No",28,1867,0,1667
"B491","B","Shield Of Faith","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.17,NA,3,NA,NA,NA,58,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"B502","B","Shiloh Garden","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R128","R","Shooters Island","Large Park","Natural Areas","Staten Island Sector 1","District 1",0,34.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M408","M","Siempre Verde Garden",NA,NA,"Manhattan Sector 3","District 3",0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R157","R","Sleight Family Graveyard","Other",NA,"Staten Island Sector 3","District 3",0,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R116","R","Snug Harbor Cultural Center","Large Park","Athletic Facilities,Natural Areas","Staten Island Sector 1","District 1",0,83.3,4,5,5,10,64,82,76,150,3.1,4.8,3.4,4,"No","No","No","No",0,0,244,0
"Q446","Q","Sorrentino Recreation Center",NA,NA,"Queens Sector 14","District 14",0,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,0,4
"R147","R","South Beach Wetlands","Large Park","Natural Areas","Staten Island Sector 2.2B","Districts 2, 2B",0,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B559","B","South Brooklyn Children's Garden",NA,NA,"Brooklyn Sector 6.7","Districts 6, 7",0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X309","X","South Brother Island","Large Park","Natural Areas","Bronx Sector 1.2","Districts 1, 2",0,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R155","R","South Clove Road Cemetery","Other",NA,"Staten Island Sector 2.2B","Districts 2, 2B",0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R104","R","South Shore Country Club","Large Park",NA,"Staten Island Sector 3","District 3",0,173.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q481","Q","Southside Burial Ground","Other",NA,"Queens Sector 10.12","Districts 10, 12",0,0.23,11,6,16,24,148,80,194,372,3.4,2.5,4,4.6,"Yes","Yes","Yes","Yes",NA,NA,NA,NA
"Q473","Q","Sparrow's Nest Community Garden","Small Park",NA,"Queens Sector 3.4","Districts 3, 4",0,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,77,0
"B519","B","Spencer St Block Association","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R075D","R","Sports Park","Other",NA,"Staten Island Sector 2.2B","Districts 2, 2B",0,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B165","B","Spring Creek Park","Large Park","Natural Areas","Brooklyn Sector 5.16","Districts 5, 16",0,54.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B165A","B","Spring Creek Park","Other","Natural Areas","Brooklyn Sector 17.18","Districts 17, 18",0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q165","Q","Spring Creek Park Addition","Large Park","Natural Areas","Queens Sector 10.12","Districts 10, 12",0,57.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B223F","B","Squibb Park","Small Park","Comfort Station","Brooklyn Sector 2","District 2",0,0.63,4,7,4,NA,55,82,51,NA,4.8,5.6,3.4,NA,"Yes","Yes","Yes",NA,NA,NA,NA,NA
"B492","B","St John Cantius Parish","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B501","B","St Mark's Block Association","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B425","B","St Nicholas-olive St Garden","Small Park",NA,"Brooklyn Sector 1","District 1",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B426","B","St Nicholas-powers St Garden","Small Park",NA,"Brooklyn Sector 1","District 1",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X345","X","St. Ann's Block Association Garden","Small Park",NA,"Bronx Sector 1.2","Districts 1, 2",0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R077","R","St. George Park","Small Park",NA,"Staten Island Sector 1","District 1",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X277","X","St. Luke's Park","Small Park",NA,"Bronx Sector 1.2","Districts 1, 2",0,0.4,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA
"M389","M","St. Mark's Garden",NA,NA,"Manhattan Sector 7.9","Districts 7, 9",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q174","Q","St. Michael's Park","Small Park",NA,"Queens Sector 1.2","Districts 1, 2",0,3.4,12,14,10,23,148,183,145,406,3.4,4.4,3.2,4.9,"Yes","Yes","Yes","Yes",447,0,0,764
"M394","M","St. Nicholas Miracle Garden",NA,NA,"Manhattan Sector 10.11","Districts 10, 11",0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0
"B503","B","Stars Of Hope","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.03,NA,4,NA,NA,NA,76,NA,NA,NA,1,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"R143","R","Staten Island Industrial Park","Large Park","Natural Areas","Staten Island Sector 2.2B","Districts 2, 2B",0,210.93,1,2,1,2,18,26,23,30,2.5,2.6,2.4,2.6,"No","No","No","No",NA,NA,NA,NA
"B505","B","Sterling Community Group","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B563","B","Student Farm Project",NA,NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B383","B","Success Garden","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0,0.92,NA,NA,0,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA
"M319A","M","Sugar Hill Garden","Small Park",NA,"Manhattan Sector 7.9","Districts 7, 9",0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B411","B","Summit Street Community Garden","Small Park",NA,"Brooklyn Sector 6.7","Districts 6, 7",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B525","B","Sumpter Community Garden",NA,NA,"Brooklyn Sector 3.4","Districts 3, 4",0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q498","Q","Sunset Cove Park",NA,"Natural Areas","Queens Sector 14","District 14",0,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B427","B","Sunshine Community Garden","Small Park",NA,"Brooklyn Sector 1","District 1",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B562","B","Surfside Multi-Cultural Garden Coalition",NA,NA,"Brooklyn Sector 13","District 13",0,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X361","X","Synergi Urban Garden UCFP","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X296","X","Taqwa Community Farm","Small Park",NA,"Bronx Sector 4.5","Districts 4, 5",0,0.49,NA,NA,2,NA,NA,NA,50,NA,NA,NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA
